vehicle_id,timestamp,date,hour,day_of_week,region,latitude,longitude,speed_kmph,heading,vehicle_status,ignition_status,signal_quality,is_moving,is_low_signal
VEH0001,2026-08-06 20:48:21,2026-08-06,20,Thursday,Madurai,9.908891,78.050099,43.88,38.38,Moving,On,Excellent,1,0
VEH0001,2026-08-06 22:28:47,2026-08-06,22,Thursday,Trichy,10.774325,78.660776,66.04,69.24,Moving,On,Good,1,0
VEH0001,2026-08-07 00:22:37,2026-08-07,0,Friday,Erode,11.346471,77.720261,22.9,154.21,Moving,On,Fair,1,0
VEH0001,2026-08-07 09:40:38,2026-08-07,9,Friday,Vellore,12.821792,79.152397,12.52,257.23,Slow,On,Good,1,0
VEH0001,2026-08-07 19:09:49,2026-08-07,19,Friday,Tirunelveli,8.663702,77.744983,42.66,57.78,Moving,On,Fair,1,0
VEH0001,2026-08-07 21:05:53,2026-08-07,21,Friday,Tirunelveli,8.734274,77.753173,56.06,175.05,Moving,On,Fair,1,0
VEH0001,2026-08-08 10:00:24,2026-08-08,10,Saturday,Coimbatore,11.009176,76.95591,15.82,156.09,Moving,On,Excellent,1,0
VEH0001,2026-08-08 10:51:45,2026-08-08,10,Saturday,Madurai,9.886496,78.176704,42.92,61.76,Moving,On,Excellent,1,0
VEH0001,2026-08-08 15:48:36,2026-08-08,15,Saturday,Trichy,10.797956,78.727194,40.36,269.78,Moving,On,Good,1,0
VEH0001,2026-08-09 10:49:11,2026-08-09,10,Sunday,Vellore,12.930269,79.093419,41.06,339.76,Moving,On,Excellent,1,0
VEH0001,2026-08-09 20:07:12,2026-08-09,20,Sunday,Erode,11.399721,77.718987,15.72,28.61,Moving,On,Excellent,1,0
VEH0001,2026-08-10 03:29:09,2026-08-10,3,Monday,Salem,11.672049,78.185453,33.61,261.62,Moving,On,Good,1,0
VEH0001,2026-08-10 07:52:32,2026-08-10,7,Monday,Salem,11.640035,78.156189,27.08,86.38,Moving,On,Excellent,1,0
VEH0001,2026-08-10 17:48:30,2026-08-10,17,Monday,Coimbatore,11.032164,76.939358,45.88,238.41,Moving,On,Excellent,1,0
VEH0001,2026-08-10 18:01:53,2026-08-10,18,Monday,Erode,11.351321,77.794201,50.22,138.01,Moving,On,Good,1,0
VEH0001,2026-08-11 02:08:29,2026-08-11,2,Tuesday,Trichy,10.765843,78.711941,27.48,128.83,Moving,On,Fair,1,0
VEH0001,2026-08-11 13:31:29,2026-08-11,13,Tuesday,Salem,11.717164,78.082759,35.98,77.4,Moving,On,Fair,1,0
VEH0001,2026-08-12 01:52:32,2026-08-12,1,Wednesday,Coimbatore,11.046555,76.961862,9.38,127.48,Slow,On,Good,1,0
VEH0001,2026-08-12 05:51:22,2026-08-12,5,Wednesday,Madurai,9.927145,78.107693,35.82,151.63,Moving,On,Good,1,0
VEH0001,2026-08-12 06:11:27,2026-08-12,6,Wednesday,Salem,11.65546,78.135114,24.73,312.06,Moving,On,Fair,1,0
VEH0001,2026-08-12 19:23:50,2026-08-12,19,Wednesday,Madurai,9.901896,78.105209,43.95,9.35,Moving,On,Fair,1,0
VEH0001,2026-08-13 02:21:14,2026-08-13,2,Thursday,Salem,11.640185,78.127208,25.62,165.71,Moving,On,Excellent,1,0
VEH0001,2026-08-13 09:54:20,2026-08-13,9,Thursday,Erode,11.361341,77.699056,5.7,113.22,Slow,On,Good,1,0
VEH0001,2026-08-13 12:43:59,2026-08-13,12,Thursday,Erode,11.25385,77.696401,32.32,145.58,Moving,On,Excellent,1,0
VEH0001,2026-08-13 15:02:22,2026-08-13,15,Thursday,Trichy,10.79856,78.809539,44.79,273.47,Moving,On,Fair,1,0
VEH0001,2026-08-13 17:20:45,2026-08-13,17,Thursday,Chennai,13.078529,80.284713,43.68,47.21,Moving,On,Good,1,0
VEH0001,2026-08-13 21:12:53,2026-08-13,21,Thursday,Coimbatore,11.048468,76.970225,29.28,7.7,Moving,On,Fair,1,0
VEH0001,2026-08-14 06:57:41,2026-08-14,6,Friday,Salem,11.684942,78.196656,26.12,314.22,Moving,On,Excellent,1,0
VEH0001,2026-08-14 08:33:40,2026-08-14,8,Friday,Salem,11.697738,78.100707,38.5,266.01,Moving,On,Good,1,0
VEH0001,2026-08-14 15:33:18,2026-08-14,15,Friday,Chennai,13.120282,80.197058,23.42,306.6,Moving,On,Excellent,1,0
VEH0001,2026-08-15 04:34:31,2026-08-15,4,Saturday,Trichy,10.803327,78.722926,29.03,38.65,Moving,On,Good,1,0
VEH0001,2026-08-15 08:02:06,2026-08-15,8,Saturday,Coimbatore,11.057274,76.941727,49.77,324.13,Moving,On,Excellent,1,0
VEH0001,2026-08-15 09:13:31,2026-08-15,9,Saturday,Coimbatore,11.044272,76.930735,30.41,315.98,Moving,On,Excellent,1,0
VEH0001,2026-08-15 10:07:06,2026-08-15,10,Saturday,Trichy,10.846992,78.712892,80.72,244.1,Moving,On,Fair,1,0
VEH0001,2026-08-15 14:23:47,2026-08-15,14,Saturday,Chennai,13.154083,80.25618,12.99,17.61,Slow,On,Good,1,0
VEH0001,2026-08-15 14:57:16,2026-08-15,14,Saturday,Salem,11.679934,78.179029,51.09,12.8,Moving,On,Good,1,0
VEH0001,2026-08-16 00:15:17,2026-08-16,0,Sunday,Erode,11.344212,77.675711,58.68,135.31,Moving,On,Excellent,1,0
VEH0001,2026-08-16 10:20:10,2026-08-16,10,Sunday,Tirunelveli,8.699634,77.760445,55.45,148.09,Moving,On,Excellent,1,0
VEH0001,2026-08-16 16:50:47,2026-08-16,16,Sunday,Trichy,10.794857,78.729047,20.08,211.32,Moving,On,Excellent,1,0
VEH0001,2026-08-16 17:59:58,2026-08-16,17,Sunday,Trichy,10.754156,78.659679,88.11,82.49,Moving,On,Good,1,0
VEH0001,2026-08-16 23:23:37,2026-08-16,23,Sunday,Chennai,13.139428,80.291712,40.96,144.47,Moving,On,Excellent,1,0
VEH0001,2026-08-18 02:19:38,2026-08-18,2,Tuesday,Vellore,12.90423,79.140978,37.45,114.56,Moving,On,Poor,1,1
VEH0001,2026-08-18 08:21:14,2026-08-18,8,Tuesday,Erode,11.362437,77.740629,77.18,194.67,Moving,On,Fair,1,0
VEH0001,2026-08-18 08:23:27,2026-08-18,8,Tuesday,Madurai,9.988685,78.069551,28.91,331.97,Moving,On,Excellent,1,0
VEH0001,2026-08-18 10:10:36,2026-08-18,10,Tuesday,Vellore,12.920388,79.103433,50.11,315.68,Moving,On,Excellent,1,0
VEH0001,2026-08-18 11:19:47,2026-08-18,11,Tuesday,Vellore,12.955815,79.181314,54.49,72.98,Moving,On,Fair,1,0
VEH0001,2026-08-18 11:51:02,2026-08-18,11,Tuesday,Chennai,13.11514,80.318122,26.13,120.02,Moving,On,Excellent,1,0
VEH0001,2026-08-18 23:56:28,2026-08-18,23,Tuesday,Erode,11.365666,77.68053,38.41,146.71,Moving,On,Good,1,0
VEH0001,2026-08-19 03:24:02,2026-08-19,3,Wednesday,Madurai,9.982091,78.094506,35.75,339.4,Moving,On,Excellent,1,0
VEH0001,2026-08-19 06:24:50,2026-08-19,6,Wednesday,Vellore,12.904692,79.131332,24.91,176.59,Moving,On,Excellent,1,0
VEH0001,2026-08-20 08:42:54,2026-08-20,8,Thursday,Madurai,9.94355,78.149114,47.69,296.97,Moving,On,Good,1,0
VEH0001,2026-08-20 13:37:32,2026-08-20,13,Thursday,Vellore,12.916274,79.141865,30.17,34.85,Moving,On,Fair,1,0
VEH0001,2026-08-20 20:08:09,2026-08-20,20,Thursday,Tirunelveli,8.69353,77.741478,69.17,49.91,Moving,On,Good,1,0
VEH0001,2026-08-20 20:26:00,2026-08-20,20,Thursday,Madurai,9.92766,78.147499,34.71,141.2,Moving,On,Good,1,0
VEH0001,2026-08-20 20:46:06,2026-08-20,20,Thursday,Trichy,10.810199,78.682586,57.67,102.55,Moving,On,Good,1,0
VEH0001,2026-08-21 23:48:48,2026-08-21,23,Friday,Tirunelveli,8.690418,77.767809,22.99,9.74,Moving,On,Good,1,0
VEH0001,2026-08-22 01:53:48,2026-08-22,1,Saturday,Chennai,13.076895,80.318865,53.17,67.31,Moving,On,Excellent,1,0
VEH0001,2026-08-22 04:38:58,2026-08-22,4,Saturday,Coimbatore,11.031873,76.939524,28.55,226.42,Moving,On,Fair,1,0
VEH0001,2026-08-22 14:01:27,2026-08-22,14,Saturday,Salem,11.693927,78.179093,53.58,82.2,Moving,On,Excellent,1,0
VEH0001,2026-08-22 17:33:30,2026-08-22,17,Saturday,Erode,11.421519,77.678686,57.04,218.87,Moving,On,Good,1,0
VEH0001,2026-08-23 21:00:45,2026-08-23,21,Sunday,Chennai,13.059202,80.35664,27.17,264.75,Moving,On,Excellent,1,0
VEH0001,2026-08-23 22:54:36,2026-08-23,22,Sunday,Madurai,9.97847,78.115468,66.67,26.02,Moving,On,Good,1,0
VEH0001,2026-08-24 04:38:20,2026-08-24,4,Monday,Trichy,10.793477,78.75279,54.41,24.75,Moving,On,Fair,1,0
VEH0001,2026-08-24 18:10:48,2026-08-24,18,Monday,Madurai,9.89746,78.141011,41.79,43.85,Moving,On,Good,1,0
VEH0001,2026-08-24 19:53:28,2026-08-24,19,Monday,Coimbatore,11.022657,76.942956,28.44,297.5,Moving,On,Good,1,0
VEH0001,2026-08-25 09:17:01,2026-08-25,9,Tuesday,Tirunelveli,8.710156,77.79052,22.5,150.24,Moving,On,Excellent,1,0
VEH0001,2026-08-25 20:57:53,2026-08-25,20,Tuesday,Trichy,10.839294,78.69818,71.81,345.31,Moving,On,Excellent,1,0
VEH0001,2026-08-25 21:33:36,2026-08-25,21,Tuesday,Erode,11.317035,77.696572,19.16,355.9,Moving,On,Good,1,0
VEH0001,2026-08-25 22:36:06,2026-08-25,22,Tuesday,Tirunelveli,8.675837,77.770026,38.23,182.39,Moving,On,Excellent,1,0
VEH0001,2026-08-27 04:48:32,2026-08-27,4,Thursday,Trichy,10.795858,78.593094,53.48,346.2,Moving,On,Good,1,0
VEH0001,2026-08-27 07:13:37,2026-08-27,7,Thursday,Tirunelveli,8.661741,77.753631,40.55,127.18,Moving,On,Excellent,1,0
VEH0001,2026-08-27 19:10:06,2026-08-27,19,Thursday,Madurai,9.985165,78.136258,20.07,123.2,Moving,On,Fair,1,0
VEH0001,2026-08-28 01:11:42,2026-08-28,1,Friday,Vellore,12.926245,79.12548,58.21,286.15,Moving,On,Good,1,0
VEH0001,2026-08-28 01:13:56,2026-08-28,1,Friday,Madurai,9.941327,78.173485,26.32,352.53,Moving,On,Good,1,0
VEH0001,2026-08-28 05:35:05,2026-08-28,5,Friday,Salem,11.653116,78.12654,53.4,2.52,Moving,On,Excellent,1,0
VEH0001,2026-08-28 17:22:39,2026-08-28,17,Friday,Coimbatore,11.035284,76.932488,53.84,20.95,Moving,On,Excellent,1,0
VEH0001,2026-08-28 20:32:22,2026-08-28,20,Friday,Chennai,13.131246,80.220483,43.14,182.91,Moving,On,Good,1,0
VEH0001,2026-08-29 10:45:01,2026-08-29,10,Saturday,Tirunelveli,8.645626,77.76206,43.13,346.39,Moving,On,Good,1,0
VEH0001,2026-08-29 14:05:54,2026-08-29,14,Saturday,Trichy,10.77322,78.646699,9.12,52.87,Slow,On,Good,1,0
VEH0001,2026-08-29 15:10:38,2026-08-29,15,Saturday,Erode,11.278388,77.748823,55.45,53.98,Moving,On,Excellent,1,0
VEH0001,2026-08-29 17:37:57,2026-08-29,17,Saturday,Salem,11.640218,78.136203,48.01,94.44,Moving,On,Excellent,1,0
VEH0001,2026-08-29 20:36:31,2026-08-29,20,Saturday,Vellore,13.021769,79.178815,38.82,131.27,Moving,On,Fair,1,0
VEH0001,2026-08-29 21:59:06,2026-08-29,21,Saturday,Madurai,9.95901,78.192089,21.29,314.5,Moving,On,Excellent,1,0
VEH0001,2026-08-30 02:40:20,2026-08-30,2,Sunday,Trichy,10.838022,78.721409,50.89,210.96,Moving,On,Excellent,1,0
VEH0001,2026-08-30 11:11:29,2026-08-30,11,Sunday,Chennai,13.101556,80.239531,46.46,34.23,Moving,On,Good,1,0
VEH0001,2026-08-30 17:19:46,2026-08-30,17,Sunday,Vellore,12.889542,79.161311,59.97,230.9,Moving,On,Excellent,1,0
VEH0001,2026-08-30 19:11:23,2026-08-30,19,Sunday,Trichy,10.772299,78.70236,47.45,185.58,Moving,On,Poor,1,1
VEH0001,2026-08-31 12:27:03,2026-08-31,12,Monday,Madurai,9.9246,78.126476,35.56,76.13,Moving,On,Excellent,1,0
VEH0001,2026-08-31 12:44:55,2026-08-31,12,Monday,Madurai,9.962699,78.153624,63.93,142.0,Moving,On,Excellent,1,0
VEH0002,2026-08-01 04:56:51,2026-08-01,4,Saturday,Tirunelveli,8.691063,77.727205,42.49,140.71,Moving,On,Excellent,1,0
VEH0002,2026-08-01 09:55:57,2026-08-01,9,Saturday,Trichy,10.817157,78.72247,53.09,79.1,Moving,On,Good,1,0
VEH0002,2026-08-01 11:00:41,2026-08-01,11,Saturday,Salem,11.712666,78.131401,60.39,30.23,Moving,On,Excellent,1,0
VEH0002,2026-08-01 15:39:41,2026-08-01,15,Saturday,Salem,11.602719,78.101304,84.15,94.82,Moving,On,Fair,1,0
VEH0002,2026-08-01 16:28:48,2026-08-01,16,Saturday,Madurai,9.96724,78.205017,28.0,241.53,Moving,On,Excellent,1,0
VEH0002,2026-08-02 01:06:38,2026-08-02,1,Sunday,Erode,11.30723,77.653832,61.16,240.27,Moving,On,Fair,1,0
VEH0002,2026-08-02 10:22:25,2026-08-02,10,Sunday,Erode,11.264239,77.681706,51.6,35.88,Moving,On,Excellent,1,0
VEH0002,2026-08-02 12:25:11,2026-08-02,12,Sunday,Madurai,9.923752,78.139544,41.35,4.07,Moving,On,Excellent,1,0
VEH0002,2026-08-02 16:17:19,2026-08-02,16,Sunday,Trichy,10.765508,78.639626,16.03,257.06,Moving,On,Good,1,0
VEH0002,2026-08-02 20:45:10,2026-08-02,20,Sunday,Erode,11.38033,77.746162,27.69,106.99,Moving,On,Excellent,1,0
VEH0002,2026-08-03 04:45:03,2026-08-03,4,Monday,Trichy,10.778065,78.700988,42.79,239.15,Moving,On,Fair,1,0
VEH0002,2026-08-03 08:03:43,2026-08-03,8,Monday,Tirunelveli,8.729417,77.704088,26.98,7.81,Moving,On,Excellent,1,0
VEH0002,2026-08-03 10:33:15,2026-08-03,10,Monday,Vellore,12.885495,79.072338,34.29,7.8,Moving,On,Good,1,0
VEH0002,2026-08-03 12:09:14,2026-08-03,12,Monday,Trichy,10.777434,78.730117,48.19,255.05,Moving,On,Poor,1,1
VEH0002,2026-08-04 04:22:25,2026-08-04,4,Tuesday,Salem,11.701451,78.122887,28.57,331.94,Moving,On,Good,1,0
VEH0002,2026-08-04 07:03:07,2026-08-04,7,Tuesday,Erode,11.382283,77.699562,19.73,308.98,Moving,On,Good,1,0
VEH0002,2026-08-04 22:38:21,2026-08-04,22,Tuesday,Tirunelveli,8.681404,77.751323,52.57,148.02,Moving,On,Good,1,0
VEH0002,2026-08-05 01:39:09,2026-08-05,1,Wednesday,Trichy,10.848041,78.664769,42.68,72.26,Moving,On,Fair,1,0
VEH0002,2026-08-05 03:10:40,2026-08-05,3,Wednesday,Salem,11.617998,78.149391,41.29,194.83,Moving,On,Excellent,1,0
VEH0002,2026-08-05 05:42:27,2026-08-05,5,Wednesday,Madurai,9.902879,78.098073,37.3,57.61,Moving,On,Excellent,1,0
VEH0002,2026-08-05 17:30:01,2026-08-05,17,Wednesday,Tirunelveli,8.726366,77.764395,32.99,75.88,Moving,On,Good,1,0
VEH0002,2026-08-05 18:05:43,2026-08-05,18,Wednesday,Chennai,13.095379,80.349603,16.03,132.87,Moving,On,Excellent,1,0
VEH0002,2026-08-06 06:44:38,2026-08-06,6,Thursday,Trichy,10.804996,78.723259,28.03,307.81,Moving,On,Excellent,1,0
VEH0002,2026-08-06 10:50:09,2026-08-06,10,Thursday,Vellore,12.897157,79.125988,31.61,334.45,Moving,On,Good,1,0
VEH0002,2026-08-06 12:55:09,2026-08-06,12,Thursday,Tirunelveli,8.71288,77.803025,68.79,271.33,Moving,On,Excellent,1,0
VEH0002,2026-08-07 01:18:25,2026-08-07,1,Friday,Chennai,13.081538,80.278464,17.03,49.31,Moving,On,Good,1,0
VEH0002,2026-08-07 17:51:42,2026-08-07,17,Friday,Salem,11.698645,78.13845,35.93,256.18,Moving,On,Excellent,1,0
VEH0002,2026-08-07 19:52:13,2026-08-07,19,Friday,Salem,11.665948,78.165592,50.1,107.06,Moving,On,Good,1,0
VEH0002,2026-08-08 12:56:44,2026-08-08,12,Saturday,Vellore,12.963072,79.15836,59.43,275.42,Moving,On,Excellent,1,0
VEH0002,2026-08-08 13:14:36,2026-08-08,13,Saturday,Trichy,10.808972,78.664299,74.17,192.14,Moving,On,Good,1,0
VEH0002,2026-08-08 16:37:43,2026-08-08,16,Saturday,Madurai,9.898903,78.0752,50.68,23.46,Moving,On,Good,1,0
VEH0002,2026-08-08 19:18:25,2026-08-08,19,Saturday,Coimbatore,10.974302,76.9945,51.85,311.78,Moving,On,Good,1,0
VEH0002,2026-08-08 23:08:19,2026-08-08,23,Saturday,Madurai,9.928194,78.177941,18.69,269.92,Moving,On,Good,1,0
VEH0002,2026-08-09 03:00:28,2026-08-09,3,Sunday,Tirunelveli,8.739534,77.751517,51.75,230.64,Moving,On,Excellent,1,0
VEH0002,2026-08-09 13:32:08,2026-08-09,13,Sunday,Coimbatore,11.012086,76.95346,25.69,133.21,Moving,On,Fair,1,0
VEH0002,2026-08-10 18:24:13,2026-08-10,18,Monday,Trichy,10.802207,78.720549,15.64,285.61,Moving,On,Poor,1,1
VEH0002,2026-08-10 18:48:46,2026-08-10,18,Monday,Erode,11.413363,77.749468,28.91,40.9,Moving,On,Fair,1,0
VEH0002,2026-08-10 22:05:11,2026-08-10,22,Monday,Madurai,9.901218,78.116037,35.77,278.22,Moving,On,Good,1,0
VEH0002,2026-08-11 04:53:39,2026-08-11,4,Tuesday,Coimbatore,11.028595,76.961611,45.97,104.41,Moving,On,Good,1,0
VEH0002,2026-08-11 05:58:23,2026-08-11,5,Tuesday,Salem,11.668612,78.213935,64.73,139.66,Moving,On,Poor,1,1
VEH0002,2026-08-11 09:57:13,2026-08-11,9,Tuesday,Vellore,12.886153,79.164616,38.41,68.12,Moving,On,Good,1,0
VEH0002,2026-08-12 05:44:40,2026-08-12,5,Wednesday,Chennai,13.077908,80.249888,39.82,192.44,Moving,On,Fair,1,0
VEH0002,2026-08-12 10:08:03,2026-08-12,10,Wednesday,Erode,11.328685,77.780981,16.98,267.1,Moving,On,Excellent,1,0
VEH0002,2026-08-12 11:30:38,2026-08-12,11,Wednesday,Tirunelveli,8.699484,77.761447,51.01,61.22,Moving,On,Excellent,1,0
VEH0002,2026-08-12 15:54:01,2026-08-12,15,Wednesday,Vellore,12.903447,79.192664,61.29,321.99,Moving,On,Excellent,1,0
VEH0002,2026-08-13 00:25:10,2026-08-13,0,Thursday,Vellore,12.885845,79.190333,62.22,19.04,Moving,On,Excellent,1,0
VEH0002,2026-08-13 10:05:30,2026-08-13,10,Thursday,Tirunelveli,8.713836,77.732151,50.17,315.49,Moving,On,Excellent,1,0
VEH0002,2026-08-13 13:01:50,2026-08-13,13,Thursday,Vellore,12.898896,79.102903,31.53,242.73,Moving,On,Good,1,0
VEH0002,2026-08-13 23:33:30,2026-08-13,23,Thursday,Chennai,13.093105,80.33428,23.91,255.92,Moving,On,Excellent,1,0
VEH0002,2026-08-15 08:22:11,2026-08-15,8,Saturday,Trichy,10.850988,78.724831,41.08,160.73,Moving,On,Good,1,0
VEH0002,2026-08-15 15:32:58,2026-08-15,15,Saturday,Chennai,13.049412,80.200386,30.79,234.44,Moving,On,Excellent,1,0
VEH0002,2026-08-15 17:06:43,2026-08-15,17,Saturday,Trichy,10.788322,78.702363,31.32,23.79,Moving,On,Excellent,1,0
VEH0002,2026-08-15 17:11:11,2026-08-15,17,Saturday,Salem,11.696961,78.163662,16.21,158.32,Moving,On,Poor,1,1
VEH0002,2026-08-16 12:36:19,2026-08-16,12,Sunday,Chennai,13.077767,80.242222,31.47,230.1,Moving,On,Excellent,1,0
VEH0002,2026-08-16 13:23:12,2026-08-16,13,Sunday,Tirunelveli,8.696343,77.737038,29.06,79.0,Moving,On,Excellent,1,0
VEH0002,2026-08-16 16:46:19,2026-08-16,16,Sunday,Chennai,13.075871,80.230434,37.86,269.82,Moving,On,Excellent,1,0
VEH0002,2026-08-16 20:33:59,2026-08-16,20,Sunday,Tirunelveli,8.678691,77.732469,34.85,27.01,Moving,On,Excellent,1,0
VEH0002,2026-08-17 06:16:33,2026-08-17,6,Monday,Erode,11.390129,77.683312,28.96,127.24,Moving,On,Fair,1,0
VEH0002,2026-08-17 20:44:49,2026-08-17,20,Monday,Madurai,9.946772,78.089013,60.92,210.91,Moving,On,Good,1,0
VEH0002,2026-08-18 10:44:05,2026-08-18,10,Tuesday,Vellore,12.952645,79.142939,52.06,109.14,Moving,On,Excellent,1,0
VEH0002,2026-08-18 13:44:52,2026-08-18,13,Tuesday,Salem,11.615216,78.155665,79.28,332.13,Moving,On,Fair,1,0
VEH0002,2026-08-18 16:43:26,2026-08-18,16,Tuesday,Chennai,13.130543,80.267298,43.64,257.8,Moving,On,Good,1,0
VEH0002,2026-08-18 18:03:48,2026-08-18,18,Tuesday,Madurai,9.924533,78.080926,46.67,128.32,Moving,On,Excellent,1,0
VEH0002,2026-08-19 18:54:49,2026-08-19,18,Wednesday,Vellore,12.894264,79.129676,51.01,7.48,Moving,On,Fair,1,0
VEH0002,2026-08-19 23:20:26,2026-08-19,23,Wednesday,Erode,11.365664,77.769677,40.72,335.1,Moving,On,Good,1,0
VEH0002,2026-08-20 04:30:41,2026-08-20,4,Thursday,Vellore,12.904692,79.093041,80.34,347.8,Moving,On,Good,1,0
VEH0002,2026-08-20 13:35:18,2026-08-20,13,Thursday,Trichy,10.796356,78.664426,69.29,284.68,Moving,On,Excellent,1,0
VEH0002,2026-08-20 22:19:50,2026-08-20,22,Thursday,Coimbatore,11.038397,76.894226,46.15,198.54,Moving,On,Excellent,1,0
VEH0002,2026-08-20 22:24:18,2026-08-20,22,Thursday,Tirunelveli,8.755822,77.728423,11.32,2.44,Slow,On,Good,1,0
VEH0002,2026-08-20 22:31:00,2026-08-20,22,Thursday,Salem,11.659366,78.131114,36.57,58.75,Moving,On,Fair,1,0
VEH0002,2026-08-21 14:53:06,2026-08-21,14,Friday,Tirunelveli,8.682118,77.746123,14.05,146.3,Slow,On,Good,1,0
VEH0002,2026-08-21 15:48:55,2026-08-21,15,Friday,Erode,11.32001,77.767428,40.08,20.06,Moving,On,Excellent,1,0
VEH0002,2026-08-21 17:11:30,2026-08-21,17,Friday,Trichy,10.83001,78.684848,37.53,90.86,Moving,On,Excellent,1,0
VEH0002,2026-08-21 21:46:02,2026-08-21,21,Friday,Madurai,9.913952,78.165451,31.71,161.44,Moving,On,Excellent,1,0
VEH0002,2026-08-21 23:08:37,2026-08-21,23,Friday,Trichy,10.729941,78.69818,17.26,56.02,Moving,On,Excellent,1,0
VEH0002,2026-08-22 06:08:15,2026-08-22,6,Saturday,Madurai,9.904967,78.103833,9.61,98.33,Slow,On,Good,1,0
VEH0002,2026-08-22 16:53:19,2026-08-22,16,Saturday,Coimbatore,11.005979,76.963126,46.19,120.84,Moving,On,Good,1,0
VEH0002,2026-08-22 18:42:41,2026-08-22,18,Saturday,Trichy,10.826042,78.725204,45.48,131.13,Moving,On,Excellent,1,0
VEH0002,2026-08-23 00:33:07,2026-08-23,0,Sunday,Coimbatore,10.972863,77.0282,35.94,224.8,Moving,On,Excellent,1,0
VEH0002,2026-08-23 02:33:39,2026-08-23,2,Sunday,Madurai,9.887424,78.080489,37.62,191.09,Moving,On,Excellent,1,0
VEH0002,2026-08-23 09:19:53,2026-08-23,9,Sunday,Madurai,9.879011,78.063711,50.0,259.45,Moving,On,Good,1,0
VEH0002,2026-08-23 13:09:48,2026-08-23,13,Sunday,Trichy,10.762119,78.70261,30.62,349.62,Moving,On,Excellent,1,0
VEH0002,2026-08-23 19:38:10,2026-08-23,19,Sunday,Madurai,9.945524,78.130736,85.46,245.54,Moving,On,Good,1,0
VEH0002,2026-08-23 23:59:19,2026-08-23,23,Sunday,Chennai,13.066683,80.27718,0.0,332.64,Stopped,Off,Excellent,0,0
VEH0002,2026-08-24 17:06:04,2026-08-24,17,Monday,Chennai,13.107153,80.254048,3.84,267.9,Slow,On,Good,1,0
VEH0002,2026-08-24 23:25:31,2026-08-24,23,Monday,Salem,11.660855,78.144272,44.98,250.22,Moving,On,Excellent,1,0
VEH0002,2026-08-25 04:33:33,2026-08-25,4,Tuesday,Erode,11.399515,77.727104,35.43,145.04,Moving,On,Excellent,1,0
VEH0002,2026-08-25 09:37:06,2026-08-25,9,Tuesday,Chennai,13.081421,80.301528,33.21,179.26,Moving,On,Excellent,1,0
