order_id,customer_id,warehouse_id,driver_id,vehicle_id,order_date,region,order_status,delivery_status,order_value,delivery_distance_km,promised_delivery_time_min,actual_delivery_time_min,delivery_delay_min,is_delayed,delivery_per_km_value
ORD000080,CUST0075,WH009,DRV0199,VEH0081,2026-02-11,Erode,Processing,Delivered,187.9,23.47,167.22,160.03,0.0,0,8.01
ORD000081,CUST0949,WH009,DRV0148,VEH0175,2026-07-24,Vellore,Processing,In Transit,275.38,13.6,70.09,76.06,5.97,1,20.25
ORD000082,CUST0043,WH005,DRV0030,VEH0071,2026-05-20,Salem,Cancelled,Cancelled,201.12,11.6,,,,0,17.34
ORD000083,CUST0133,WH006,DRV0018,VEH0141,2026-07-09,Trichy,Dispatched,Delayed,221.05,7.52,72.65,66.79,0.0,1,29.39
ORD000084,CUST0431,WH007,DRV0191,VEH0074,2026-06-08,Trichy,Confirmed,Delivered,215.09,11.18,72.09,70.46,0.0,0,19.24
ORD000085,CUST0795,WH004,DRV0189,VEH0022,2026-02-23,Coimbatore,Dispatched,Delivered,165.01,6.79,58.17,59.68,1.51,1,24.3
ORD000086,CUST0895,WH010,DRV0185,VEH0126,2026-02-12,Tirunelveli,Confirmed,Delivered,100.83,13.06,110.19,105.56,0.0,0,7.72
ORD000087,CUST0436,WH003,DRV0150,VEH0156,2026-01-15,Vellore,Processing,Delivered,568.71,8.18,66.12,74.04,7.92,1,69.52
ORD000088,CUST0056,WH002,DRV0088,VEH0183,2026-02-06,Vellore,Confirmed,Delivered,100.61,8.92,64.33,60.29,0.0,0,11.28
ORD000089,CUST0208,WH010,DRV0095,VEH0178,2026-02-14,Vellore,Processing,Delivered,531.26,11.24,88.16,83.24,0.0,0,47.27
ORD000090,CUST0739,WH004,DRV0177,VEH0106,2026-07-23,Coimbatore,Dispatched,In Transit,226.32,30.15,119.17,118.66,0.0,0,7.51
ORD000091,CUST0104,WH009,DRV0018,VEH0124,2026-06-16,Erode,Dispatched,Delivered,122.61,14.32,60.26,64.54,4.28,1,8.56
ORD000092,CUST0464,WH005,DRV0061,VEH0078,2026-07-22,Chennai,Processing,In Transit,259.99,4.96,43.34,39.79,0.0,0,52.42
ORD000093,CUST0848,WH001,DRV0082,VEH0147,2026-01-16,Salem,Dispatched,Delivered,302.13,9.31,86.12,85.85,0.0,0,32.45
ORD000094,CUST0470,WH005,DRV0078,VEH0118,2026-01-21,Tirunelveli,Dispatched,Delivered,553.82,7.65,34.81,40.12,5.31,1,72.39
ORD000095,CUST0580,WH006,DRV0196,VEH0001,2026-08-08,Tirunelveli,Dispatched,Delivered,100.0,7.41,72.25,64.19,0.0,0,13.5
ORD000096,CUST0250,WH010,DRV0135,VEH0196,2026-03-27,Coimbatore,Dispatched,Delivered,165.5,7.6,84.34,78.07,0.0,0,21.78
ORD000097,CUST0992,WH006,DRV0135,VEH0184,2026-06-11,Coimbatore,Dispatched,Delivered,443.72,9.49,53.25,51.93,0.0,0,46.76
ORD000098,CUST0603,WH005,DRV0065,VEH0088,2026-01-03,Salem,Dispatched,Delivered,294.49,6.91,69.01,70.34,1.33,1,42.62
ORD000099,CUST0783,WH008,DRV0040,VEH0142,2026-04-18,Madurai,Dispatched,Delayed,248.62,6.93,64.45,56.64,0.0,1,35.88
ORD000100,CUST0403,WH005,DRV0116,VEH0192,2026-08-16,Chennai,Confirmed,Delivered,473.91,7.67,58.18,53.75,0.0,0,61.79
ORD000101,CUST0026,WH010,DRV0024,VEH0087,2026-08-07,Tirunelveli,Processing,Delivered,161.26,7.42,52.27,51.73,0.0,0,21.73
ORD000102,CUST0719,WH003,DRV0160,VEH0069,2026-03-26,Madurai,Dispatched,Delivered,100.0,6.21,46.51,44.47,0.0,0,16.1
ORD000103,CUST0941,WH003,DRV0010,VEH0084,2026-04-23,Salem,Dispatched,Delivered,142.85,16.38,120.75,129.25,8.5,1,8.72
ORD000104,CUST0764,WH004,DRV0137,VEH0150,2026-03-04,Tirunelveli,Dispatched,Delivered,670.24,8.66,19.31,21.25,1.94,1,77.39
ORD000105,CUST0010,WH010,DRV0039,VEH0110,2026-08-08,Tirunelveli,Dispatched,Delivered,220.08,9.79,32.07,34.41,2.34,1,22.48
ORD000106,CUST0610,WH008,DRV0131,VEH0128,2026-08-23,Erode,Processing,Delivered,104.84,9.29,57.88,61.71,3.83,1,11.29
ORD000107,CUST0614,WH009,DRV0108,VEH0104,2026-01-17,Trichy,Dispatched,Delivered,431.46,7.22,46.65,43.52,0.0,0,59.76
ORD000108,CUST0497,WH007,DRV0069,VEH0172,2026-08-30,Tirunelveli,Dispatched,Delivered,313.93,6.04,26.3,29.48,3.18,1,51.98
ORD000109,CUST0410,WH002,DRV0007,VEH0122,2026-07-08,Chennai,Processing,Delivered,199.45,17.4,88.86,82.03,0.0,0,11.46
ORD000110,CUST0136,WH009,DRV0140,VEH0177,2026-07-06,Erode,Dispatched,Delivered,265.16,6.29,56.61,56.22,0.0,0,42.16
ORD000111,CUST0848,WH006,DRV0023,VEH0099,2026-05-29,Salem,Dispatched,Delivered,100.0,6.5,38.68,40.07,1.39,1,15.38
ORD000112,CUST0221,WH006,DRV0089,VEH0036,2026-04-05,Salem,Confirmed,Delivered,143.26,20.7,81.32,86.5,5.18,1,6.92
ORD000113,CUST0544,WH006,DRV0191,VEH0197,2026-05-10,Erode,Dispatched,Delivered,173.78,7.75,69.21,68.94,0.0,0,22.42
ORD000114,CUST0277,WH001,DRV0017,VEH0088,2026-01-09,Tirunelveli,Processing,Delivered,370.35,11.17,84.8,89.71,4.91,1,33.16
ORD000115,CUST0096,WH009,DRV0078,VEH0162,2026-07-23,Erode,Dispatched,In Transit,126.89,8.99,62.11,63.45,1.34,1,14.11
ORD000116,CUST0813,WH006,DRV0192,VEH0037,2026-05-10,Chennai,Processing,Delivered,178.26,10.89,56.82,53.02,0.0,0,16.37
ORD000117,CUST0439,WH007,DRV0065,VEH0051,2026-07-11,Madurai,Dispatched,Delayed,462.5,26.77,126.6,121.99,0.0,1,17.28
ORD000118,CUST0508,WH001,DRV0086,VEH0037,2026-04-13,Trichy,Dispatched,Delayed,935.25,6.8,46.08,42.89,0.0,1,137.54
ORD000119,CUST0780,WH005,DRV0028,VEH0153,2026-06-01,Madurai,Processing,Delivered,102.93,16.42,141.87,133.35,0.0,0,6.27
ORD000120,CUST0688,WH003,DRV0058,VEH0086,2026-02-03,Coimbatore,Dispatched,Delivered,198.54,17.36,114.65,104.75,0.0,0,11.44
ORD000121,CUST0615,WH009,DRV0018,VEH0005,2026-04-24,Erode,Dispatched,Delivered,100.0,16.56,72.01,79.09,7.08,1,6.04
ORD000122,CUST0187,WH002,DRV0110,VEH0136,2026-04-26,Madurai,Confirmed,In Transit,179.57,26.05,127.51,111.02,0.0,0,6.89
ORD000123,CUST0842,WH004,DRV0121,VEH0053,2026-03-07,Coimbatore,Processing,Delivered,150.12,2.48,15.99,16.11,0.12,1,60.53
ORD000124,CUST0838,WH003,DRV0044,VEH0105,2026-07-30,Chennai,Dispatched,Delivered,408.78,4.13,61.72,57.93,0.0,0,98.98
ORD000125,CUST0037,WH009,DRV0064,VEH0111,2026-08-21,Tirunelveli,Dispatched,Delivered,100.0,5.95,44.53,42.28,0.0,0,16.81
ORD000126,CUST0210,WH003,DRV0037,VEH0027,2026-04-23,Coimbatore,Confirmed,In Transit,100.0,8.06,55.26,54.18,0.0,0,12.41
ORD000127,CUST0880,WH001,DRV0003,VEH0061,2026-06-10,Salem,Confirmed,In Transit,487.17,13.2,109.35,95.19,0.0,0,36.91
ORD000128,CUST0415,WH008,DRV0014,VEH0065,2026-02-12,Tirunelveli,Confirmed,Delivered,120.12,6.17,37.19,40.64,3.45,1,19.47
ORD000129,CUST0995,WH001,DRV0135,VEH0084,2026-01-21,Erode,Dispatched,Delivered,206.09,6.14,64.35,65.9,1.55,1,33.57
ORD000130,CUST0767,WH001,DRV0145,VEH0199,2026-07-07,Tirunelveli,Confirmed,Delivered,219.59,11.9,73.48,82.72,9.24,1,18.45
ORD000131,CUST0131,WH007,DRV0198,VEH0045,2026-02-06,Vellore,Dispatched,Delivered,108.66,15.25,74.83,82.73,7.9,1,7.13
ORD000132,CUST0837,WH009,DRV0083,VEH0131,2026-07-07,Tirunelveli,Dispatched,In Transit,108.74,11.04,65.42,61.49,0.0,0,9.85
ORD000133,CUST0098,WH004,DRV0167,VEH0189,2026-01-09,Vellore,Confirmed,Delivered,377.09,15.73,70.53,82.83,12.3,1,23.97
ORD000134,CUST0443,WH010,DRV0133,VEH0050,2026-08-02,Coimbatore,Dispatched,Delivered,281.49,3.59,64.38,57.64,0.0,0,78.41
ORD000135,CUST0545,WH004,DRV0079,VEH0048,2026-03-03,Erode,Processing,Delivered,179.43,6.92,34.6,33.27,0.0,0,25.93
ORD000136,CUST0036,WH005,DRV0052,VEH0175,2026-02-05,Salem,Dispatched,In Transit,165.85,5.76,48.24,49.11,0.87,1,28.79
ORD000137,CUST0970,WH005,DRV0109,VEH0142,2026-04-27,Salem,Processing,In Transit,222.69,7.76,41.89,44.12,2.23,1,28.7
ORD000138,CUST0749,WH002,DRV0026,VEH0019,2026-01-24,Madurai,Dispatched,Delivered,232.39,10.66,88.34,99.5,11.16,1,21.8
ORD000139,CUST0515,WH009,DRV0167,VEH0190,2026-08-02,Tirunelveli,Dispatched,Delivered,411.47,3.04,29.14,25.87,0.0,0,135.35
ORD000140,CUST0971,WH010,DRV0173,VEH0134,2026-06-24,Tirunelveli,Processing,Delivered,178.83,7.7,63.19,59.41,0.0,0,23.22
ORD000141,CUST0643,WH009,DRV0077,VEH0135,2026-03-15,Trichy,Confirmed,Delivered,241.76,6.87,33.46,35.19,1.73,1,35.19
ORD000142,CUST0220,WH009,DRV0031,VEH0101,2026-03-11,Tirunelveli,Processing,Delivered,289.11,3.81,30.02,34.46,4.44,1,75.88
ORD000143,CUST0362,WH009,DRV0151,VEH0090,2026-05-16,Madurai,Processing,Delivered,292.44,15.98,90.72,95.73,5.01,1,18.3
ORD000144,CUST0955,WH001,DRV0040,VEH0013,2026-07-13,Vellore,Dispatched,Delivered,465.13,11.0,65.3,72.12,6.82,1,42.28
ORD000145,CUST0694,WH008,DRV0032,VEH0101,2026-02-14,Erode,Dispatched,Delayed,179.79,7.79,93.46,86.07,0.0,1,23.08
ORD000146,CUST0028,WH008,DRV0101,VEH0046,2026-08-08,Vellore,Dispatched,Delivered,125.49,28.96,118.54,111.21,0.0,0,4.33
ORD000147,CUST0905,WH004,DRV0004,VEH0033,2026-03-13,Vellore,Dispatched,Delivered,143.64,4.06,25.55,25.56,0.01,1,35.38
ORD000148,CUST0538,WH010,DRV0081,VEH0116,2026-05-19,Erode,Dispatched,Delivered,274.94,29.96,209.56,187.82,0.0,0,9.18
ORD000149,CUST0669,WH001,DRV0084,VEH0097,2026-05-12,Madurai,Dispatched,Delivered,168.97,9.44,49.68,54.94,5.26,1,17.9
ORD000150,CUST0522,WH001,DRV0174,VEH0041,2026-04-20,Vellore,Processing,Delayed,801.45,6.49,36.2,36.73,0.53,1,123.49
ORD000151,CUST0923,WH001,DRV0075,VEH0073,2026-04-24,Salem,Processing,Delivered,182.76,7.93,69.99,65.83,0.0,0,23.05
ORD000152,CUST0959,WH003,DRV0042,VEH0197,2026-03-08,Trichy,Processing,Delivered,100.0,8.5,42.63,48.98,6.35,1,11.76
ORD000153,CUST0109,WH010,DRV0097,VEH0029,2026-05-08,Salem,Dispatched,Delivered,223.58,32.4,211.52,219.92,8.4,1,6.9
ORD000154,CUST0830,WH003,DRV0167,VEH0117,2026-04-23,Tirunelveli,Processing,Delivered,492.86,13.24,85.27,83.48,0.0,0,37.23
ORD000155,CUST0608,WH004,DRV0198,VEH0007,2026-07-23,Trichy,Processing,Delivered,106.67,5.14,49.51,51.57,2.06,1,20.75
ORD000156,CUST0658,WH002,DRV0103,VEH0095,2026-08-03,Coimbatore,Confirmed,Delivered,104.69,17.34,113.69,114.37,0.68,1,6.04
ORD000157,CUST0181,WH009,DRV0184,VEH0182,2026-08-28,Vellore,Dispatched,Delivered,160.54,8.55,24.13,23.37,0.0,0,18.78
ORD000158,CUST0210,WH010,DRV0047,VEH0011,2026-06-01,Salem,Cancelled,Cancelled,119.12,1.62,,,,0,73.53
ORD000159,CUST0342,WH009,DRV0166,VEH0042,2026-02-26,Madurai,Confirmed,Delivered,100.0,17.07,55.79,63.27,7.48,1,5.86
ORD000160,CUST0657,WH010,DRV0018,VEH0005,2026-03-24,Salem,Processing,Delivered,100.0,17.35,118.4,132.76,14.36,1,5.76
ORD000161,CUST0049,WH007,DRV0002,VEH0175,2026-08-16,Chennai,Processing,In Transit,210.84,8.87,71.38,70.81,0.0,0,23.77
ORD000162,CUST0473,WH002,DRV0105,VEH0002,2026-03-11,Chennai,Dispatched,Delivered,288.52,7.14,39.44,43.7,4.26,1,40.41
ORD000163,CUST0666,WH003,DRV0102,VEH0043,2026-03-05,Chennai,Processing,Delivered,114.92,18.46,132.08,118.25,0.0,0,6.23
ORD000164,CUST0773,WH008,DRV0182,VEH0004,2026-03-26,Madurai,Processing,Delivered,173.15,6.89,66.42,60.37,0.0,0,25.13
ORD000165,CUST0329,WH009,DRV0088,VEH0081,2026-08-22,Madurai,Dispatched,Delivered,204.43,21.07,88.33,92.52,4.19,1,9.7
ORD000166,CUST0556,WH004,DRV0158,VEH0119,2026-05-18,Vellore,Processing,Delivered,100.0,7.01,57.77,52.55,0.0,0,14.27
ORD000167,CUST0236,WH009,DRV0004,VEH0095,2026-04-04,Chennai,Confirmed,Delivered,316.8,10.17,84.56,83.73,0.0,0,31.15
ORD000168,CUST0920,WH004,DRV0007,VEH0191,2026-08-18,Tirunelveli,Dispatched,Delayed,208.04,14.12,70.68,78.73,8.05,1,14.73
ORD000169,CUST0441,WH002,DRV0057,VEH0059,2026-08-18,Vellore,Processing,Delivered,254.91,12.3,72.02,69.63,0.0,0,20.72
ORD000170,CUST0121,WH007,DRV0030,VEH0030,2026-02-24,Madurai,Processing,Delivered,282.02,6.61,69.02,65.49,0.0,0,42.67
ORD000171,CUST0248,WH009,DRV0172,VEH0130,2026-06-17,Erode,Confirmed,Delivered,877.21,13.62,68.07,77.78,9.71,1,64.41
ORD000172,CUST0519,WH002,DRV0157,VEH0088,2026-04-22,Tirunelveli,Dispatched,Delivered,100.0,16.82,80.76,85.52,4.76,1,5.95
ORD000173,CUST0020,WH008,DRV0090,VEH0074,2026-07-31,Madurai,Dispatched,Delivered,101.46,5.32,31.54,37.04,5.5,1,19.07
ORD000174,CUST0696,WH006,DRV0036,VEH0128,2026-02-23,Madurai,Dispatched,Delivered,541.26,14.37,66.8,70.69,3.89,1,37.67
ORD000175,CUST0503,WH009,DRV0099,VEH0171,2026-01-30,Erode,Dispatched,In Transit,276.98,9.96,42.12,44.31,2.19,1,27.81
ORD000176,CUST0364,WH005,DRV0113,VEH0096,2026-08-21,Chennai,Confirmed,Delivered,189.59,5.57,46.38,44.64,0.0,0,34.04
ORD000177,CUST0489,WH001,DRV0176,VEH0018,2026-08-19,Coimbatore,Processing,Delivered,132.85,13.25,86.4,94.97,8.57,1,10.03
ORD000178,CUST0200,WH005,DRV0147,VEH0152,2026-07-17,Tirunelveli,Dispatched,Delivered,155.91,18.02,69.43,80.82,11.39,1,8.65
ORD000179,CUST0766,WH010,DRV0191,VEH0165,2026-07-03,Erode,Dispatched,Delivered,157.89,7.45,58.26,61.67,3.41,1,21.19
